Generation;Subpop;Best of run;Best of gen;Worst of gen;Average;Sigma;Condition number
0;0;50.75842546728141;50.75842546728141;-15.497373628226416;13.637722371385367;1.0;1.0
1;0;67.15821347346318;67.15821347346318;-11.529185116407863;16.411004999143863;0.9757134910194218;1.254605788488934
2;0;67.15821347346318;66.2392467525836;-29.937141603236352;16.439353855358902;0.9943986051499552;1.4300063196900512
3;0;74.57090884654401;74.57090884654401;16.528046075980804;38.33185395431056;1.0411553369407116;1.6694013644366852
4;0;74.57090884654401;72.88594936169608;-3.380170394411108;26.162746780983607;1.1232076734545773;1.9314797312043925
5;0;74.57090884654401;60.294972932859736;-12.786677934662174;13.48190487693396;1.204716963511292;2.027850042826635
6;0;78.56913424742405;78.56913424742405;-5.271922990185413;37.319477057591314;1.2039314640889298;2.1319319877859315
7;0;78.56913424742405;76.34700655969137;8.4265632963087;46.54563592774576;1.3158642923292665;2.332828048881702
8;0;78.56913424742405;72.4360375031398;-16.26968088898979;37.08748050703811;1.3259558265161921;2.3988622658178516
9;0;98.24469337053286;98.24469337053286;10.387959511501995;47.67330729652158;1.2899506795586038;2.5264529462094387
10;0;98.24469337053286;64.59509422791929;14.049350389547373;38.35278074261226;1.1552977807890943;2.569697463839168
11;0;98.24469337053286;64.50255941732748;13.069498660578853;41.27546730797781;1.0827252300290597;2.7820177028004722
12;0;98.24469337053286;97.94056812231204;-10.052743614686396;51.35184764730248;1.0610735325417442;2.7660642647397298
13;0;98.24469337053286;81.50236270938942;-0.053304423734903406;41.53060051695416;1.0992730729995033;2.808025856632447
14;0;98.24469337053286;78.32198782279576;6.359299264256478;39.23327675329775;1.1221927916670247;2.869053740922642
15;0;98.24469337053286;76.57161491029335;3.4333412047764575;40.317067567837704;1.111639847082427;2.9725739531049618
16;0;98.24469337053286;64.50337690584263;-17.090104934830958;38.302319368412306;1.092541062395051;3.085652560809085
17;0;98.24469337053286;74.48735342891791;0.037243046275238445;40.78759108277555;1.094518607698981;3.1931481919870723
18;0;98.24469337053286;84.1018566022221;13.643106631626335;49.677796187860075;1.0670833985742623;3.253347921029082
19;0;98.24469337053286;80.16313393178457;14.173715446842268;45.45461182478326;0.9803022796973427;3.2952025164376098
20;0;98.24469337053286;75.42937870981176;12.489039047397856;47.85748777066547;0.9775406807520057;3.287410729004171
21;0;98.24469337053286;66.33350199482192;14.138106595901753;41.345385015110374;0.9915656204574912;3.3441406122473976
22;0;98.24469337053286;55.797658599661176;5.312969960552568;38.53015885508909;0.8975142298668803;3.3482223313549864
23;0;98.24469337053286;90.52572496606447;41.17318177247948;55.99805313991944;0.7850584280480768;3.335036341884306
24;0;98.24469337053286;114.77250880887479;19.07953876506416;51.154724958580225;0.7398355581895719;3.3639664304042083
25;0;104.47439481900881;104.47439481900881;13.859345060477885;45.81510117887537;0.6853549307825473;3.392299849289927
26;0;104.47439481900881;65.7880698805779;9.381685221363657;39.42327931493492;0.6438286250185992;3.3234847524228726
27;0;104.47439481900881;77.25799433933881;8.80683045065437;45.99984060109307;0.563352464578422;3.2889709534610923
28;0;104.47439481900881;82.5924258256012;9.488484629160046;54.9988670790118;0.5373681975245931;3.245669001608597
29;0;104.47439481900881;96.51448719491857;16.202162545939032;52.644353133842856;0.5206755567084049;3.329373229577071
30;0;104.47439481900881;83.52098779026443;12.155521316044073;54.69909431757906;0.5116113249668727;3.426997703848379
31;0;104.47439481900881;89.36341396922093;-2.4644728758675694;36.98324994627125;0.507727377791395;3.4295690072078022
32;0;104.47439481900881;90.28922182555227;51.66197873249446;69.45144486021421;0.4788158820437189;3.4676240108919076
33;0;104.59932797714958;104.59932797714958;-4.966858477656192;54.592120949038865;0.44632331716664;3.4633097865587636
34;0;104.59932797714958;95.15927513733699;16.62522955111006;50.67241640918556;0.44418895387885177;3.5285913943622917
35;0;104.59932797714958;103.03931355970784;40.038038880455076;60.288230988565914;0.4462026043983553;3.694499124114702
36;0;109.71084381498282;109.71084381498282;5.681044136800443;50.11486930077273;0.4780254888004564;3.9674690011960974
37;0;109.71084381498282;71.09053186743492;20.995074882090034;49.38483401372203;0.49507757591852014;4.278175969481464
38;0;109.71084381498282;72.75768068943776;-18.14802486085369;45.9810060469141;0.5136300537514883;4.826082309964324
39;0;109.71084381498282;66.8716668257578;20.902077623043702;48.63326780686156;0.49108160397360456;4.904060502957566
40;0;109.71084381498282;82.86883208949378;22.770932498566676;48.15617593280146;0.46703555488875775;5.113975683271858
41;0;109.71084381498282;69.66866105496425;14.036648628627526;45.26865752358859;0.4673321569710681;5.238628272144397
42;0;109.71084381498282;101.53755210360647;19.574097467311717;48.86775000061481;0.47317705989847986;5.425093629527304
43;0;109.71084381498282;71.91645523782049;11.820134868414868;41.55959321762621;0.45274844899368805;5.489058471310937
44;0;109.71084381498282;76.67482897465692;7.922097075085674;40.36332387454367;0.4351882416286435;5.443242644728869
45;0;109.71084381498282;66.03397686124066;19.62659718995208;38.91450988677088;0.4237733210320638;5.477298094487489
46;0;109.71084381498282;89.78593205597237;-9.073702343563436;53.65650318368303;0.3913881498900315;5.465605430264199
47;0;109.71084381498282;107.64736441024677;5.176760134005532;53.156446534457885;0.37983012842087005;5.428760724143299
48;0;109.71084381498282;83.42717855947069;15.001258507440825;52.236005151661445;0.3765059798808896;5.473047024375199
49;0;109.71084381498282;75.78740959465497;5.863727024462917;53.84719575355686;0.39391790759557116;5.562995532504412
50;0;109.71084381498282;76.57117457478908;15.459391912152636;54.83476209927842;0.4033246329732004;5.575041061098515
51;0;109.71084381498282;98.30871908047382;28.740708307092593;63.41022680427529;0.42110105542746085;5.53346734672171
52;0;109.71084381498282;79.31137440720829;12.560205286041379;47.69679902806944;0.4404764978686784;5.298662127526692
53;0;109.71084381498282;90.81172357976722;35.23812046662741;57.78102145283453;0.43526028904828434;5.229883371564101
54;0;109.71084381498282;72.34162443519799;11.387284508240693;50.03759440274673;0.4160968245658073;5.226808368392785
55;0;109.71084381498282;98.3021948658877;37.80124216634525;59.59465976655992;0.3885931121123625;5.1147161370741125
56;0;109.71084381498282;90.07953830334459;12.97131054579384;50.64645986630706;0.370194042430623;4.983861537587964
57;0;109.71084381498282;83.90117365773338;19.938504398807943;59.93587631430271;0.3581720638925024;5.222457387969749
58;0;109.71084381498282;87.27060206836723;25.162750217621465;52.920993413146405;0.32732538619277096;5.231893736804136
59;0;109.71084381498282;75.87662958956807;-2.134729324192567;41.63072466115469;0.3254797138093712;5.681456651072654
60;0;109.71084381498282;77.50477211716422;13.467559977937892;49.128474837787984;0.3213509869308054;5.862458649107663
61;0;109.71084381498282;67.35648000956978;-1.858312890156384;40.305335966322716;0.313560271833776;5.673743415935432
62;0;109.71084381498282;96.5489009752495;8.37583153263007;47.86692288935442;0.29403384382327036;5.617771945396441
63;0;109.71084381498282;79.20759508400256;17.736668740826047;47.29358142033934;0.2744978188097595;5.793941811211348
64;0;109.71084381498282;83.14137281728304;8.224032109584279;49.024321258047664;0.26028745163247385;5.98337680199542
65;0;109.71084381498282;86.58721020185592;20.85358203533653;55.61017070799887;0.25956527522388206;6.085439306969323
66;0;109.71084381498282;97.15672942641581;21.543876033122537;54.58397324703781;0.2819414786168217;7.335141399713194
67;0;109.71084381498282;84.80698227217854;-5.077079297693608;50.71895211893993;0.2947481207704568;8.297338727559808
68;0;109.71084381498282;83.0016553020483;35.56508067640229;56.63269183404446;0.31305238884000464;8.656892769706271
69;0;109.71084381498282;86.7836116244063;21.26380879119698;45.99492593092813;0.3243484377879019;9.204133215964944
